survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alone,embarked_Q,embarked_S,who_freq
1,3,1,0.07246376811594203,0,0,0.7462823827751689,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.06280193236714973,0,0,-0.09179301789706484,0,man,True,F,0.34296724470134876,True,False,True,414
1,2,1,-0.5298550724637683,0,2,0.2745211750192594,1,child,False,Unknown,0.34296724470134876,False,False,True,76
1,3,0,0.033816425120772986,0,0,-0.009007726055319463,0,woman,False,Unknown,0.34296724470134876,True,False,True,192
0,3,1,-0.1207729468599034,0,0,-0.06863029375481487,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,1,0.01449275362318846,0,0,-0.060051507035462984,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,0,0.0,0,0,-0.08943385154924312,0,woman,False,Unknown,0.3333333333333333,True,True,False,192
0,1,1,-0.004830917874396154,0,0,0.5850732542597966,2,man,True,Unknown,0.34296724470134876,True,False,True,414
1,2,0,-0.21739130434782608,0,0,-0.042893933596759276,1,woman,False,Unknown,0.34296724470134876,True,False,True,192
1,3,0,0.09178743961352658,3,0,0.048899084300305574,0,woman,False,Unknown,0.34296724470134876,False,False,True,192
0,3,1,-0.2367149758454106,1,3,0.36674313225229177,0,man,True,Unknown,0.34296724470134876,False,False,True,414
0,3,1,-0.08212560386473426,0,0,-0.0849299885215834,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.01449275362318846,0,0,-0.0849299885215834,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.15942028985507248,0,0,-0.08828944140088159,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,1,1,0.34299516908212563,1,0,0.8265661004095513,2,man,True,E,0.34296724470134876,False,False,True,414
0,3,1,-0.04347826086956521,1,2,0.1299686187981806,0,man,True,Unknown,0.34296724470134876,False,False,True,414
0,3,1,0.5942028985507245,0,0,-0.09865604727254634,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,1,1,0.8260869565217392,0,0,0.3715335267563779,2,man,True,A,0.49056603773584906,True,False,False,414
1,1,1,-0.10144927536231879,0,1,0.8640262304982733,2,man,True,D,0.49056603773584906,False,False,False,414
1,2,0,0.1111111111111111,0,1,0.17157573438703713,1,woman,False,Unknown,0.34296724470134876,False,False,True,192
0,2,1,0.1111111111111111,1,0,0.22304845470314827,1,man,True,Unknown,0.34296724470134876,False,False,True,414
0,3,0,-0.004830917874396154,0,0,-0.08757568634583147,0,woman,False,Unknown,0.34296724470134876,True,False,True,192
0,3,1,0.09178743961352658,0,0,-0.07456338264991862,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.1690821256038648,2,0,-0.08707468520142134,0,man,True,Unknown,0.34296724470134876,False,False,True,414
0,3,1,-0.004830917874396154,0,0,-0.08757568634583147,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,0,-0.14009661835748793,0,0,-0.09179301789706484,0,woman,False,Unknown,0.34296724470134876,True,False,True,192
1,3,1,0.0,0,0,-0.0896483212172269,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.1884057971014493,0,0,-0.08757568634583147,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,0,0.0,1,0,0.19130694384154637,0,woman,False,Unknown,0.3333333333333333,False,True,False,192
0,1,1,0.36231884057971026,0,0,0.6691453641094448,2,man,True,C,0.34296724470134876,True,False,True,414
0,3,0,-0.26570048309178745,1,0,0.02495054329456295,0,child,False,Unknown,0.49056603773584906,False,False,False,76
0,3,1,-0.1207729468599034,0,0,-0.0849299885215834,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,0,-0.15942028985507248,1,0,-0.05447529566788428,0,woman,False,Unknown,0.34296724470134876,False,False,True,192
0,3,0,-0.21739130434782608,0,0,0.025020889345661632,0,woman,False,Unknown,0.49056603773584906,True,False,False,192
0,3,1,-0.14009661835748793,0,0,-0.08707468520142134,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.816425120772947,0,0,-0.09007726055319448,0,man,True,Unknown,0.3333333333333333,True,True,False,414
0,2,1,0.01449275362318846,1,0,0.1372605875096297,1,man,True,Unknown,0.34296724470134876,False,False,True,414
0,3,0,-0.5072463768115942,4,2,0.3135546545923103,0,child,False,Unknown,0.34296724470134876,False,False,True,76
0,2,1,0.08212560386473435,1,0,0.2928935046574233,1,man,True,Unknown,0.49056603773584906,False,False,False,414
1,2,0,0.08212560386473435,0,0,0.0,1,woman,False,E,0.34296724470134876,True,False,True,192
1,3,1,-0.31400966183574874,1,0,-0.030168161377272722,0,child,False,Unknown,0.49056603773584906,False,False,False,76
0,3,1,0.0,0,0,-0.09007726055319448,0,man,True,Unknown,0.3333333333333333,True,True,False,414
1,3,1,-0.08212560386473426,0,0,-0.10051421247595795,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,0,0.0,1,1,0.16056571951142096,0,woman,False,F,0.49056603773584906,False,False,False,192
0,3,1,0.3236714975845411,0,0,-0.10337437996818986,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.09178743961352658,0,0,-0.08757568634583147,0,man,True,Unknown,0.49056603773584906,True,False,False,414
0,3,1,-0.15942028985507248,0,0,-0.10208756196028708,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,0,0.36231884057971026,1,0,0.025736360158055565,0,woman,False,Unknown,0.34296724470134876,False,False,True,192
0,2,1,-0.06280193236714973,0,0,0.0,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,2,1,-0.10144927536231879,0,0,0.03510096374090007,1,man,True,Unknown,0.49056603773584906,True,False,False,414
1,1,0,-0.178743961352657,0,2,0.22790919525833303,2,woman,False,D,0.34296724470134876,False,False,True,192
0,1,1,0.1690821256038648,1,0,0.688018694892019,2,man,True,C,0.34296724470134876,False,False,True,414
0,3,1,-0.2367149758454106,0,0,-0.06491224759064775,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,0,0.0,0,2,0.03853247842864079,0,woman,False,Unknown,0.49056603773584906,False,False,False,192
1,3,0,-0.1207729468599034,0,0,-0.09007726055319448,0,woman,False,Unknown,0.34296724470134876,True,False,True,192
1,3,0,-0.08212560386473426,1,0,0.048899084300305574,0,woman,False,Unknown,0.34296724470134876,False,False,True,192
0,3,1,-0.178743961352657,0,0,-0.10723483399189823,0,man,True,Unknown,0.3333333333333333,True,True,False,414
0,2,1,-0.19806763285024154,0,0,-0.025736360158055565,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,2,1,-0.178743961352657,1,1,0.40749236916921316,1,man,True,Unknown,0.34296724470134876,False,False,True,414
1,3,1,-0.024154589371980683,0,0,-0.08929144368970188,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,0,-0.3719806763285024,2,2,0.36674313225229177,0,child,False,Unknown,0.34296724470134876,False,False,True,76
0,2,1,0.15942028985507248,0,2,0.22304845470314827,1,man,True,F,0.34296724470134876,False,False,True,414
0,2,1,0.2657004830917875,0,0,0.0,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,2,1,0.4396135265700483,0,0,-0.008149847383384246,1,man,True,Unknown,0.34296724470134876,True,False,True,414
1,1,0,-0.1207729468599034,1,0,0.919645936314519,2,woman,False,C,0.34296724470134876,False,False,True,192
0,3,1,0.5265700483091788,0,0,-0.0849299885215834,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.23671497584541076,0,2,0.025736360158055565,0,man,True,Unknown,0.34296724470134876,False,False,True,414
0,3,1,0.0,0,0,-0.09758369893262737,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,1,1,0.4396135265700483,0,1,0.8300696769057346,2,man,True,Unknown,0.49056603773584906,False,False,False,414
1,3,0,-0.2367149758454106,0,0,-0.09036379202962089,0,woman,False,Unknown,0.3333333333333333,True,True,False,192
0,3,1,0.033816425120772986,0,0,-0.0849299885215834,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.0,0,0,-0.07442097479037736,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.0,8,2,0.9702607779586948,0,man,True,Unknown,0.34296724470134876,False,False,True,414
0,3,1,0.3043478260869566,0,1,0.053188477659981526,0,man,True,Unknown,0.34296724470134876,False,False,True,414
1,2,0,0.22705314009661845,0,0,0.04718332695643522,1,woman,False,Unknown,0.34296724470134876,True,False,True,192
0,3,1,-0.04347826086956521,0,0,-0.0896483212172269,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.21739130434782608,0,0,-0.07442097479037736,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.5265700483091788,4,1,0.45789274114540546,0,child,False,Unknown,0.34296724470134876,False,False,True,76
1,3,1,-0.3719806763285024,0,2,0.12911074012624538,0,child,False,Unknown,0.34296724470134876,False,False,True,76
1,1,0,0.0,0,1,0.7206180844255559,2,woman,False,E,0.34296724470134876,False,False,True,192
0,3,0,0.3236714975845411,1,4,0.2556478442366853,0,woman,False,Unknown,0.34296724470134876,False,False,True,192
0,1,1,0.0,0,0,0.22176163669524554,2,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.004830917874396154,0,0,0.7462823827751689,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,1,1,0.6328502415458938,0,0,0.35173025549342607,2,man,True,B,0.34296724470134876,True,False,True,414
0,3,1,-0.46859903381642515,4,1,0.2766658716990974,0,child,False,Unknown,0.3333333333333333,False,True,False,76
1,3,0,-0.5265700483091788,1,1,-0.03202804233802822,0,child,False,Unknown,0.34296724470134876,False,False,True,76
0,1,1,0.5362318840579711,0,0,0.3036169880566132,2,man,True,A,0.49056603773584906,True,False,False,414
0,3,1,-0.19806763285024154,1,1,-0.08828944140088159,0,man,True,Unknown,0.34296724470134876,False,False,True,414
0,3,1,0.0,3,1,0.21389832078828758,0,man,True,Unknown,0.34296724470134876,False,False,True,414
0,1,0,0.4202898550724639,0,0,0.2695883726556321,2,woman,False,C,0.49056603773584906,True,False,False,192
0,2,1,0.033816425120772986,0,0,0.0,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.14975845410628022,0,0,-0.22304845470314827,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,0,0.0,8,2,0.9702607779586948,0,woman,False,Unknown,0.34296724470134876,False,False,True,192
0,2,1,0.0,0,0,0.0351730255493426,1,man,True,Unknown,0.49056603773584906,True,False,False,414
0,3,1,-0.3719806763285024,4,2,0.3154848816041645,0,child,False,Unknown,0.34296724470134876,False,False,True,76
1,2,1,-0.5265700483091788,2,1,0.4460969094062966,1,child,False,F,0.34296724470134876,False,False,True,76
1,3,0,-0.46859903381642515,0,2,0.154847100284301,0,child,False,Unknown,0.34296724470134876,False,False,True,76
0,1,1,0.0,0,0,0.6348302172320373,2,man,True,A,0.34296724470134876,True,False,True,414
1,3,0,0.0,1,0,0.042893933596759276,0,woman,False,Unknown,0.3333333333333333,False,True,False,192
1,1,1,0.3236714975845411,0,0,0.23248512009443537,2,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.22705314009661845,1,1,0.042893933596759276,0,man,True,Unknown,0.3333333333333333,False,True,False,414
0,3,1,0.14975845410628022,0,0,-0.08757568634583147,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,2,0,0.07246376811594203,0,0,0.0,1,woman,False,Unknown,0.34296724470134876,True,False,True,192
0,2,1,-0.178743961352657,0,0,0.0,1,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,0,-0.178743961352657,1,0,-0.08828944140088159,0,woman,False,Unknown,0.34296724470134876,False,False,True,192
1,2,1,-0.4879227053140097,1,1,0.22304845470314827,1,child,False,F,0.34296724470134876,False,False,True,76
1,1,0,0.3043478260869566,0,0,0.25257320707646963,2,woman,False,B,0.49056603773584906,True,False,False,192
0,3,1,0.2657004830917875,0,1,-0.07885277600959455,0,man,True,Unknown,0.34296724470134876,False,False,True,414
0,2,0,-0.08212560386473426,0,0,0.0,1,woman,False,Unknown,0.34296724470134876,True,False,True,192
0,3,1,-0.004830917874396154,0,0,-0.060051507035462984,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.1111111111111111,0,0,-0.11159628916001671,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.3333333333333334,0,0,-0.09908498660851395,0,man,True,Unknown,0.49056603773584906,True,False,False,414
1,3,1,-0.19806763285024154,0,0,-0.0849299885215834,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,0,-0.5072463768115942,0,1,-0.04353734260071067,0,child,False,G,0.34296724470134876,False,False,True,76
0,3,1,0.07246376811594203,1,0,0.048899084300305574,0,man,True,Unknown,0.34296724470134876,False,False,True,414
1,3,1,-0.04347826086956521,0,0,0.09929945627649774,0,man,True,Unknown,0.49056603773584906,True,False,False,414
1,3,0,-0.2367149758454106,0,0,-0.09007726055319448,0,woman,False,Unknown,0.3333333333333333,True,True,False,192
1,1,1,0.22705314009661845,0,0,0.30883632189666677,2,man,True,A,0.49056603773584906,True,False,False,414
0,3,1,-0.08212560386473426,0,0,-0.10208756196028708,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,2,0,0.1304347826086957,0,0,0.1372605875096297,1,woman,False,Unknown,0.34296724470134876,True,False,True,192
0,3,1,-0.1207729468599034,0,0,-0.09865604727254634,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.0,1,0,-0.09007726055319448,0,man,True,Unknown,0.3333333333333333,False,True,False,414
1,3,0,-0.024154589371980683,0,0,-0.08707468520142134,0,woman,False,Unknown,0.34296724470134876,True,False,True,192
0,2,1,0.2657004830917875,1,0,0.24020602814185193,1,man,True,Unknown,0.34296724470134876,False,False,True,414
0,2,1,0.033816425120772986,0,0,-0.042893933596759276,1,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,1,-0.2367149758454106,0,0,-0.0849299885215834,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,2,1,-0.024154589371980683,0,0,0.0,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.4396135265700483,0,0,-0.0849299885215834,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.1207729468599034,0,0,-0.06262514305126857,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,2,1,-0.178743961352657,0,0,-0.042893933596759276,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.14975845410628016,0,0,-0.09865604727254634,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,2,1,-0.19806763285024154,0,0,0.0,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,0,0.0,3,1,0.21389832078828758,0,woman,False,Unknown,0.34296724470134876,False,False,True,192
0,3,1,0.01449275362318846,0,0,-0.0896483212172269,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,2,1,0.5942028985507245,0,0,0.008578786719351854,1,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,0,-0.4492753623188405,4,2,0.3154848816041645,0,child,False,Unknown,0.34296724470134876,False,False,True,76
0,2,1,-0.08212560386473426,0,0,-0.042893933596759276,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,0,0.0,0,0,-0.09350877524093522,0,woman,False,Unknown,0.34296724470134876,True,False,True,192
0,2,1,0.3043478260869566,1,0,0.22304845470314827,1,man,True,Unknown,0.34296724470134876,False,False,True,414
1,2,0,-0.391304347826087,0,2,0.22733784806282417,1,child,False,Unknown,0.34296724470134876,False,False,True,76
0,2,1,-0.178743961352657,0,0,-0.042893933596759276,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,2,1,0.09178743961352658,0,0,-0.01243924074306019,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,0,0.0,1,0,0.02495054329456295,0,woman,False,Unknown,0.49056603773584906,False,False,False,192
0,2,1,0.01449275362318846,0,0,-0.042893933596759276,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.1207729468599034,0,0,-0.10080074395238432,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,0.033816425120772986,0,0,-0.09908498660851395,0,man,True,Unknown,0.49056603773584906,True,False,False,414
0,3,0,-0.06280193236714973,0,0,-0.0896483212172269,0,woman,False,Unknown,0.34296724470134876,True,False,True,192
1,2,0,-0.08212560386473426,0,2,0.025736360158055565,1,woman,False,Unknown,0.34296724470134876,False,False,True,192
1,1,1,0.1690821256038648,1,1,0.6786540913091743,2,man,True,D,0.34296724470134876,False,False,True,414
0,2,1,0.497584541062802,1,0,0.22304845470314827,1,man,True,Unknown,0.34296724470134876,False,False,True,414
0,3,1,0.0,0,0,-0.09865604727254634,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,0,0.01449275362318846,1,1,-0.04353734260071067,0,woman,False,G,0.34296724470134876,False,False,True,192
0,1,1,0.6521739130434784,0,0,0.23248512009443537,2,man,True,C,0.34296724470134876,True,False,True,414
0,3,1,0.033816425120772986,1,0,0.053188477659981526,0,man,True,Unknown,0.34296724470134876,False,False,True,414
0,3,0,0.24637681159420288,0,2,0.12374899842665048,0,woman,False,Unknown,0.34296724470134876,False,False,True,192
1,3,0,0.01449275362318846,0,2,0.03853247842864079,0,woman,False,Unknown,0.49056603773584906,False,False,False,192
1,2,0,0.4202898550724639,0,1,0.22304845470314827,1,woman,False,Unknown,0.34296724470134876,False,False,True,192
1,3,1,-0.4879227053140097,4,2,0.3154848816041645,0,child,False,Unknown,0.34296724470134876,False,False,True,76
0,1,1,0.22705314009661845,0,0,-0.22304845470314827,2,man,True,B,0.34296724470134876,True,False,True,414
0,3,0,0.0,0,0,-0.09007726055319448,0,woman,False,Unknown,0.3333333333333333,True,True,False,192
0,2,1,0.14975845410628022,0,0,-0.042893933596759276,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.2367149758454106,4,1,0.45789274114540546,0,man,True,Unknown,0.34296724470134876,False,False,True,414
1,3,1,-0.06280193236714973,1,0,-0.0896483212172269,0,man,True,Unknown,0.34296724470134876,False,False,True,414
0,1,1,0.0,0,0,0.30883632189666677,2,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,1,-0.06280193236714973,0,0,-0.22304845470314827,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,2,0,0.24637681159420288,0,1,0.11152422735157412,1,woman,False,Unknown,0.34296724470134876,False,False,True,192
0,1,1,0.1690821256038648,0,1,0.28653147642635196,2,man,True,C,0.49056603773584906,False,False,False,414
0,3,0,0.3236714975845411,0,0,-0.09007726055319448,0,woman,False,Unknown,0.34296724470134876,True,False,True,192
0,2,1,0.0,0,0,-0.22304845470314827,1,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.4106280193236715,4,1,0.2766658716990974,0,child,False,Unknown,0.3333333333333333,False,True,False,76
1,3,0,0.1304347826086957,1,1,0.12439240743060194,0,woman,False,Unknown,0.34296724470134876,False,False,True,192
0,3,1,0.7101449275362322,0,0,-0.09007726055319448,0,man,True,Unknown,0.3333333333333333,True,True,False,414
0,3,1,-0.004830917874396154,0,0,-0.08828944140088159,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.2367149758454106,0,0,-0.060051507035462984,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,1,-0.178743961352657,0,0,-0.0849299885215834,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,1,1,0.0,0,0,0.22304845470314827,2,man,True,A,0.34296724470134876,True,False,True,414
0,3,1,0.09178743961352658,0,0,-0.07442097479037736,0,man,True,Unknown,0.49056603773584906,True,False,False,414
1,3,1,0.033816425120772986,0,0,-0.060051507035462984,0,man,True,Unknown,0.34296724470134876,True,False,True,414
0,3,1,-0.1207729468599034,0,0,-0.08757568634583147,0,man,True,Unknown,0.34296724470134876,True,False,True,414
1,2,1,0.2657004830917875,0,0,0.0,1,man,True,Unknown,0.34296724470134876,True,False,True,414
1,3,0,-0.1207729468599034,0,0,-0.09007726055319448,0,woman,False,Unknown,0.3333333333333333,True,True,False,192
0,2,1,0.14975845410628022,0,0,-0.002144696679837972,1,man,True,D,0.49056603773584906,True,False,False,414
0,3,0,-0.08212560386473426,0,0,-0.07120392977062041,0,woman,False,Unknown,0.34296724470134876,True,False,True,192
